iter	Logloss
183	0.0009071068535
184	0.0009010404585
185	0.0009010465013
186	0.0009008507949
187	0.0008955849418
188	0.0008896427308
189	0.0008896350399
190	0.0008858872138
191	0.0008800850194
192	0.0008765003195
193	0.0008711138151
194	0.0008660144848
195	0.0008659848199
196	0.0008611740297
197	0.000859368617
198	0.0008545667912
199	0.0008545525081
200	0.0008509526323
201	0.0008455271246
202	0.0008426631427
203	0.0008418837501
204	0.0008418793553
205	0.0008414147412
206	0.0008414015568
207	0.0008413756686
208	0.0008413767673
209	0.00084133845
210	0.0008413142786
211	0.0008413175747
212	0.0008412917177
213	0.0008412477696
214	0.00084123898
215	0.0008412323878
216	0.0008412115124
217	0.0008398199674
218	0.000839847435
219	0.0008398276584
220	0.0008398452376
221	0.0008397749206
222	0.0008396709871
223	0.0008396715364
224	0.000839639674
225	0.0008396251162
226	0.0008395740265
227	0.0008395487563
228	0.000839516894
229	0.0008395587508
230	0.0008395264077
231	0.0008395494805
232	0.0008390453817
233	0.000839033296
234	0.0008390267038
235	0.0008390091245
236	0.0008390282145
237	0.0008390073391
238	0.0008389886612
239	0.0008390205236
240	0.0008361226504
241	0.0008361105647
242	0.0008361193543
243	0.0008360699127
244	0.0008360226685
245	0.0008326256719
246	0.0008288334987
247	0.000828851078
248	0.0008287670584
249	0.000828772552
250	0.0008287846377
251	0.0008287406896
252	0.0008287412389
253	0.0008286874025
254	0.0008286709219
255	0.0008286676258
256	0.0008286731193
257	0.0008286148881
258	0.0008286373428
259	0.0008285944934
260	0.0008286047937
261	0.0008285289832
262	0.0008285256871
263	0.0008285476612
264	0.0008285074898
265	0.000828514082
266	0.0008284987002
267	0.0008285096872
268	0.0008284569495
269	0.0008284602456
270	0.0008284250871
271	0.000828481121
272	0.0008284525547
273	0.0008284162975
274	0.0008283834737
275	0.0008283505126
276	0.0008283296373
277	0.0008283186502
278	0.000828371388
279	0.0008283197489
280	0.0008283263411
281	0.0008282878865
282	0.0008283186502
283	0.0008282692086
284	0.0008283065645
285	0.0008282973629
286	0.0008282622044
287	0.0008282698953
288	0.0008282237497
289	0.0008282347368
290	0.0008282094666
291	0.0008282248484
292	0.0008282115267
293	0.0008282082306
294	0.0008281664798
295	0.0008281818617
296	0.0008281445058
297	0.0008281160768
298	0.0008281208837
299	0.0008281384629
300	0.000828141759
301	0.0008281241798
302	0.0008280919054
303	0.0008280952015
304	0.0008280853132
305	0.0008281167635
306	0.0008280827037
307	0.0008280761115
308	0.0008280145841
309	0.000828070618
310	0.0008280310647
311	0.0008280211764
312	0.0008280079919
313	0.0008279981036
314	0.0008279750308
315	0.0008279926101
316	0.0008279717347
317	0.0008278792376
318	0.0008278759415
319	0.0008278396843
320	0.0008278671519
321	0.0008277957362
322	0.0008278275986
323	0.0008277803544
324	0.0008277946375
325	0.0008277703974
326	0.0008277407324
327	0.0008276924207
328	0.000827691322
329	0.0008276781375
330	0.0008276583609
331	0.0008276528673
332	0.0008276001983
333	0.0008275885932
334	0.0008275885932
335	0.0008275318727
336	0.0008274571609
337	0.0008274055218
338	0.0008273978309
339	0.0008273757882
340	0.0008273735907
341	0.0008273900713
342	0.0008272999776
343	0.0008273010763
344	0.0008272878919
345	0.0008272681152
346	0.0008272659178
347	0.0008272175749
348	0.000827230416
349	0.0008265347996
350	0.0008265067826
351	0.0008265375463
352	0.0008264628345
353	0.0008265144736
354	0.0008264485514
355	0.0008264083114
356	0.0008263346983
357	0.0008263325009
358	0.0008263083294
359	0.0008263028359
360	0.0008263105268
361	0.00082626548
362	0.0008262885527
363	0.0008262973424
364	0.0008262775657
365	0.0008262808618
366	0.0008262566903
367	0.0008262643813
368	0.0008262731709
369	0.000826226682
370	0.00082624536
371	0.0008262206391
372	0.0008261382364
373	0.0008261349403
374	0.000826050746
375	0.0008260694239
376	0.0008260309693
377	0.0008260397589
378	0.0008260551408
379	0.0008260353641
380	0.0008260188836
381	0.000825939777
382	0.0008235248275
383	0.0008235171366
384	0.0008235061495
385	0.0008234672829
386	0.0008234332231
387	0.0008234321244
388	0.0008234266309
389	0.0008234231974
390	0.0008234016354
391	0.000823351095
392	0.0008233335158
393	0.0008233093443
394	0.0008232653962
395	0.0008232599027
396	0.0008232322978
397	0.0008231674743
398	0.0008231740665
399	0.0008231746159
400	0.0008231537405
401	0.0008231548392
402	0.0008231229768
403	0.0008230966079
404	0.0008230724365
405	0.0008230696897
406	0.0008230191494
407	0.000822998274
408	0.0008229708064
409	0.0008229938792
410	0.0008229631155
411	0.0008229631155
412	0.0008220857262
413	0.0008220209027
414	0.0008220472716
415	0.0008220681469
416	0.0008220467222
417	0.000822058808
418	0.0008220331944
419	0.0008220266022
420	0.0008220452802
421	0.0008220485763
422	0.0008220320957
423	0.0008220002333
424	0.0008220035295
425	0.0008219771606
426	0.0008219958385
427	0.0008219694697
428	0.0008211685837
429	0.0008211652876
430	0.00082087523
431	0.0008209026976
432	0.0008208730326
433	0.0008208763287
434	0.0008208730326
435	0.0008208554534
436	0.0008208599855
437	0.0008208303205
438	0.0008208446037
439	0.0008208182348
440	0.0008207797802
441	0.0008202112013
442	0.0008201947208
443	0.0008201562662
444	0.0008201738454
445	0.0008201551674
446	0.0008201551674
447	0.0008201266012
448	0.0008201364895
449	0.0008201408843
450	0.0008201167128
451	0.0008201167128
452	0.0008201178115
453	0.0008201068245
454	0.0008201244038
455	0.0008201298973
456	0.0008201298973
457	0.0008201298973
458	0.0008201298973
459	0.0008201298973
460	0.0008201298973
461	0.0008201298973
462	0.000820101331
463	0.000820101331
464	0.0008201441804
465	0.0008201233051
466	0.0008201584636
467	0.0008201386869
468	0.0008200458777
469	0.0008200271998
470	0.0008200392855
471	0.0008200667531
472	0.0008200667531
473	0.0008200667531
474	0.0008200667531
475	0.0008200667531
476	0.0008200667531
477	0.0008200667531
478	0.0008200667531
479	0.0008200667531
480	0.0008200667531
481	0.000820044779
482	0.0008200457404
483	0.0008200655171
484	0.0008199593549
485	0.0008199593549
486	0.0008199593549
487	0.0008199747367
488	0.0008199714406
489	0.0008199714406
490	0.0008199714406
491	0.0008199714406
492	0.0008199714406
493	0.0008199714406
494	0.0008199714406
495	0.0008199835263
496	0.000819973638
497	0.0008199780328
498	0.000819973638
499	0.0008199681445
500	0.0008199483678
501	0.0008199582562
502	0.0008199758354
503	0.0008199593549
504	0.0008199835263
505	0.0008199879211
506	0.0008199582562
507	0.0008199758354
508	0.0008199725393
509	0.0008199659471
510	0.0008199549601
511	0.0008199527626
512	0.0008199274925
513	0.0008199340847
514	0.0008199340847
515	0.0008199340847
516	0.0008199637497
517	0.0008199176041
518	0.000819914308
519	0.0008199318873
520	0.0008199417756
521	0.0008198681625
522	0.0008198868405
523	0.0008198615703
524	0.0008198967288
525	0.0008198857418
526	0.0008198967288
527	0.0008198945314
528	0.0008198747547
529	0.0008198890379
530	0.0008199230977
531	0.0008198549781
532	0.0008199055184
533	0.0008198908233
534	0.0008198908233
535	0.0008198908233
536	0.0008198908233
537	0.0008198908233
538	0.0008198402829
539	0.0008198450897
540	0.0008198582742
541	0.0008198615703
542	0.0008198363001
543	0.0008198384975
544	0.0008198692612
545	0.0008198527807
546	0.0008198494846
547	0.0008198384975
548	0.0008198384975
549	0.0008198384975
550	0.0008198384975
551	0.0008198384975
552	0.0008198384975
553	0.0008198571755
554	0.0008198253131
555	0.0008197945494
556	0.0008198044377
557	0.0008197989442
558	0.0008198000429
559	0.0008198132273
560	0.0008197815023
561	0.0008197891932
562	0.000819793588
563	0.0008197705153
564	0.0008198089699
565	0.0008198089699
566	0.0008198089699
567	0.0008197979828
568	0.000819793588
569	0.0008198254504
570	0.0008197815023
571	0.0008197793049
572	0.0008197573308
573	0.0008197836997
574	0.0008197474425
575	0.0008197408503
576	0.0008197628243
577	0.0008197080265
578	0.0008197080265
579	0.0008197080265
580	0.0008197080265
581	0.0008197080265
582	0.0008196871512
583	0.0008196992369
584	0.0008197102239
585	0.0008196849538
586	0.0008197113226
587	0.0008196783615
588	0.0008196893486
589	0.0008196662758
590	0.000819691546
591	0.0008196673745
592	0.000819691546
593	0.0008196827564
594	0.000819643203
595	0.0008196904473
596	0.0008196464991
597	0.0008196772628
598	0.0008196783615
599	0.0008196574862
600	0.0008196581729
601	0.0008196460871
602	0.0008196691599
603	0.0008196274092
604	0.000819642791
605	0.000819620817
606	0.000819620817
607	0.0008196109286
608	0.0008196230144
609	0.0008196394949
610	0.0008196361988
611	0.0008195658818
612	0.0008195362168
613	0.000819560251
614	0.0008195206976
615	0.0008195064145
616	0.0008194842656
617	0.0008194985488
618	0.0008194370214
619	0.0008194506865
620	0.0008194506865
621	0.0008194506865
622	0.0008194506865
623	0.000819434206
624	0.0008194462917
625	0.0008194616736
626	0.0008194704632
627	0.000819445193
628	0.0008194254164
629	0.0008194331073
630	0.0008194122319
631	0.000819434206
632	0.0008194506865
633	0.0008194364034
634	0.0008194364034
635	0.0008194814502
636	0.0008194199228
637	0.0008194336566
638	0.0008194325579
639	0.0008194380514
640	0.0008194292618
641	0.0008194281631
642	0.0008194171761
643	0.0008193743267
644	0.000819365537
645	0.000819365537
646	0.000819365537
647	0.0008194292618
648	0.0008193677344
649	0.0008193809189
650	0.0008194017942
651	0.0008194094852
652	0.0008194127813
653	0.0008193886098
654	0.0008193776228
655	0.0008194149787
656	0.0008193688331
657	0.0008193622409
658	0.0008193457604
659	0.0008193457604
660	0.0008193457604
661	0.0008193578461
662	0.0008193391682
663	0.000819314516
664	0.000819344181
665	0.0008192815549
666	0.0008192815549
667	0.0008192815549
668	0.0008192881471
669	0.0008193507732
670	0.0008193474771
671	0.0008193064131
672	0.0008193163014
673	0.0008193108079
674	0.0008193305845
675	0.000819314104
676	0.0008193097092
677	0.0008193426703
678	0.0008193426703
679	0.0008193426703
680	0.000819325091
681	0.0008192494179
682	0.0008192494179
683	0.0008192109632
684	0.0008192109632
685	0.0008192109632
686	0.0008192109632
687	0.0008192109632
688	0.0008192109632
689	0.0008192109632
690	0.0008192373321
691	0.0008191977788
692	0.0008191977788
693	0.000819174088
694	0.0008191938647
695	0.0008190933333
696	0.0008190680632
697	0.0008190845437
698	0.0008191054191
699	0.0008190614709
700	0.0008190603722
701	0.0008189778322
702	0.0008190162868
703	0.0008190031023
704	0.0008189701413
705	0.0008189503646
706	0.0008189448711
707	0.0008188910346
708	0.0008188877385
709	0.0008188855411
710	0.0008189130087
711	0.0008188943307
712	0.0008188871205
713	0.0008188453698
714	0.0008188607516
715	0.0008188497646
716	0.0008188244944
717	0.0008188497646
718	0.0008188299879
719	0.0008188508633
720	0.0008188508633
721	0.0008188233957
722	0.0008187992242
723	0.0008188255931
724	0.000818781645
725	0.000818781645
726	0.000818781645
727	0.000818781645
728	0.0008188277905
729	0.0008187497826
730	0.0008187387956
731	0.0008186981436
732	0.0008187124267
733	0.0008187124267
734	0.0008187124267
735	0.0008187124267
736	0.0008187124267
737	0.0008187234137
738	0.0008187091306
739	0.0008186333201
740	0.0008185827111
741	0.0008185464539
742	0.0008180206183
743	0.0008180392963
744	0.0008179953481
745	0.0008179953481
746	0.0008179953481
747	0.0008179590909
748	0.0008179250311
749	0.0008178728427
750	0.0008179025077
751	0.00081784977
752	0.0008178266972
753	0.0008177871439
754	0.000817779041
755	0.0008176921748
756	0.0008176570163
757	0.0008176097033
758	0.0008176097033
759	0.0008175739955
760	0.0008160891607
761	0.0008161243192
762	0.0008160770749
763	0.0008160792723
764	0.0008160792723
765	0.0008160792723
766	0.0008160638905
767	0.0008160715814
768	0.0008160671866
769	0.0008160649892
770	0.0008160529034
771	0.000815567826
772	0.0008155634312
773	0.0008155711221
774	0.0008155908988
775	0.0008155513455
776	0.0008155656286
777	0.0008155117922
778	0.0008155117922
779	0.0008155425558
780	0.000815538161
781	0.000815486522
782	0.000815486522
783	0.0008155337662
784	0.0008154623505
785	0.0008154722388
786	0.0008154508141
787	0.0008155128222
788	0.0008155018352
789	0.0008155018352
790	0.0008155018352
791	0.0008155018352
792	0.0008155018352
793	0.0008155018352
794	0.0008155018352
795	0.0008155018352
796	0.0008155018352
797	0.0008155018352
798	0.0008155018352
799	0.0008155018352
