url,label
http://start--lieggerlive--woleth.webflow.io/,phishing
http://841,legit
http://31,legit
http://www.xx551002.com/,phishing
http://717,legit
https://hsgsydy.wixsite.com/my-site-1,phishing
http://149,legit
http://37,legit
http://6,legit
http://48,legit
http://auth-docs-trsor.webflow.io/,phishing
https://institutotamaiti.mx/backup/bcorlakh/occu-access/ss.html,phishing
http://179,legit
http://721,legit
http://93,legit
http://newprofilesversion.weebly.com/,phishing
https://institutotamaiti.mx/backup/bcorlakh/occu-access/personal2.html,phishing
https://www.system-notif-17579005829.vercel.app/,phishing
http://1033,legit
http://809,legit
http://257,legit
http://www.victoriobinda.com/css/am/3dsece.php,phishing
https://authorization-manage-local-git29476.vercel.app/kcnc.html,phishing
http://192,legit
https://smartsitecompany.com/wp-includes/block-bindings/occu-access/otp.html,phishing
http://1065,legit
http://41,legit
http://813,legit
http://172,legit
http://trouble-suspension-trap-artwork.trycloudflare.com/,phishing
http://305,legit
https://pmmpropaganda.com.br/id-handel-mobile-de-login-service/,phishing
http://139,legit
http://bantuandana.layanan-bantuan-id.top/,phishing
http://191,legit
http://auth--docs--official-ledgerus.webflow.io/,phishing
https://sdfffdr23.weebly.com/,phishing
https://livnow.com.br/wp-admin/ygjczpbm/occu-access/personal2.html,phishing
https://packatpower.com/don/upload/,phishing
http://autorentaldelcaribe.com/mytenant,phishing
http://respena.weebly.com/,phishing
http://klaiim-dana-kagett.cliknet.my/chs.id/,phishing
http://49,legit
https://www.naver2.vercel.app/,phishing
http://213,legit
http://staemcomrnunlty.com/tradeoffer/new/?partner=863774923&token=a-ybn-Ep,phishing
http://47,legit
https://new.elektronepras.cz/acces.html,phishing
http://857,legit
https://www.hytechsms.com/.well-known/pki-validation/spotify,phishing
https://institutotamaiti.mx/backup/bcorlakh/occu-access/index2.html,phishing
http://4,legit
https://krtkooo.eu/nor/,phishing
http://gemini-kcloginus.mystrikingly.com/,phishing
http://175,legit
http://917,legit
http://761,legit
http://bafybeihs36fbluauydrnkud564pe2tpwgr2ywdc3dpcsqckwnkkykol6ci.ipfs.infura-ipfs.io/,phishing
http://1053,legit
http://rbxew.blogspot.nl/,phishing
https://itrustcapittaeloginx.webflow.io/,phishing
http://23,legit
http://76,legit
http://150,legit
http://18,legit
http://160,legit
http://currentlymailloginupdatersecduredhfgjhggw.weebly.com/,phishing
https://id.handel.mobile.de.login.service.mentoriapostocombustivel.com.br/,phishing
http://trezorfdwalletg.webflow.io/,phishing
http://201,legit
https://livnow.com.br/wp-admin/ygjczpbm/occu-access/ss.html,phishing
http://www-apple-jp.mind2soul.com/account,phishing
http://perry-dhl.vercel.app/,phishing
http://1377,legit
https://199199pk.com/,phishing
https://www.tommasiniimpianti.it/tmp/AGR21/AGR/pages/login.php?ident=,phishing
http://137,legit
https://wap.apkmaniapro.com/,phishing
http://837,legit
https://cn.mdykmx.com/,phishing
http://39,legit
http://login.cardpaysecurity.org/paypal.corn/WwxXEGfT4eQCtfEtqwNpsae6FR5zvnEV5VEA=0AQ==/WLSNVTH6egdDcGxS_7YLWA-J7FQbrZFM/,phishing
http://1365,legit
http://188,legit
http://753,legit
http://whcatslapp.cn/,phishing
https://wap.wisewarriors.net/,phishing
http://765,legit
http://www.p36599.com/,phishing
http://29,legit
http://1061,legit
https://apple-jp.eweibiao.com/account/?support=YBZKBimkLfzEcCHuxhTT4OjT,phishing
http://www.estudioballester.com/wp1/hinet/app/,phishing
http://11,legit
http://199,legit
http://32,legit
http://212,legit
http://829,legit
https://petshub.uk/fl/WEB/naver.html,phishing
http://77,legit
http://www.optikundakustik.de/login.htm,phishing
http://accounts-dot-devsnapchat.appspot.com/accounts/v2/login?continue=/accounts/welcome,phishing
http://55,legit
http://147,legit
http://200,legit
http://1381,legit
http://65,legit
http://9,legit
http://53,legit
http://78,legit
http://157,legit
http://7,legit
https://id.handel.mobile.de.login.service.pmmpropaganda.com.br/,phishing
http://garazeuhriste.webzdarma.cz/am/,phishing
http://925,legit
http://845,legit
https://securedbillemailal.wixsite.com/my-site-1,phishing
http://789,legit
https://rpcfix-rectifierhub.com/,phishing
http://757,legit
http://1349,legit
http://237,legit
https://auth-trezro-sso-cdn.webflow.io/,phishing
http://nouvelfactservice.framer.photos/,phishing
http://46,legit
http://xfinitycable.weebly.com/,phishing
https://livnow.com.br/wp-admin/ygjczpbm/occu-access/otp2.html,phishing
http://itrusstacapitellogin.webflow.io/,phishing
http://help--suport-ledgre.webflow.io/,phishing
http://30,legit
https://livnow.com.br/wp-admin/ygjczpbm/occu-access/otp.html,phishing
http://58,legit
http://805,legit
http://95,legit
http://trouble-suspension-trap-artwork.trycloudflare.com/login.html?user_id=pgugogcboe5tdmx7bgwvjdn8w4x5uzeldueu6uq1wxp3hw_uedkyi_oygysvpx_qlwzccidqlpqidzxzf6yrhlz9zq38ool7zmjg7eos6fl9a019z8u7ethqa-cpbgkbopfvjzfmpq,phishing
http://1025,legit
http://277,legit
http://64,legit
https://institutotamaiti.mx/backup/bcorlakh/occu-access/otp3.html,phishing
http://897,legit
http://985,legit
https://rb.gy/harnnz,phishing
http://www.digrgical.icu/,phishing
http://www.victoriobinda.com/css/am/paiement.php,phishing
http://161,legit
https://reported-push.vercel.app/facebook-meta.html/,phishing
https://www.elstop.icu/,phishing
http://155,legit
https://waterheaterrepairatascocita.com/th/index.html,phishing
http://www.sdfffdr23.weebly.com/,phishing
https://institutotamaiti.mx/backup/bcorlakh/occu-access/otp.html,phishing
http://autorentaldelcaribe.com/waide,phishing
http://itrustxcxapitalxloginn.webflow.io/,phishing
https://short.errorwebs.shop/388717,phishing
http://62,legit
https://web3securess.com/,phishing
https://www.tommasiniimpianti.it/tmp/AGR21/AGR/pages/region.php?lca,phishing
http://garazeuhriste.webzdarma.cz/am/3dsece.php,phishing
http://16,legit
http://121,legit
https://platform-facebook-user7-solution-id.vercel.app/questmeta.ai.html,phishing
http://52,legit
http://219,legit
http://www.5510005.com/,phishing
http://217,legit
http://86,legit
http://853,legit
http://929,legit
https://130202-413f.vercel.app/metabackup.html,phishing
http://781,legit
https://mx.glsnsw.com.au/mobile/front/,phishing
http://833,legit
https://moim0k3yy-dl15.vercel.app/backpageviolate.html,phishing
https://pipeline.rnbt.id.au/mobile/front/,phishing
http://977,legit
https://abduazim10.github.io/steam.io,phishing
http://118,legit
https://login.uaereward.com/login/auth,phishing
http://frnk1.vercel.app/,phishing
http://69,legit
https://www.kkinstagram.com/reel/DMo44GAs_Ws/,phishing
https://secure-blockfc-doc.webflow.io/,phishing
http://111,legit
https://danabantuanid.layanan-bantuan-id.top/,phishing
http://down.bybitpro.construction/,phishing
http://74,legit
https://learn-trezor-io-auth-cdn.mystrikingly.com/,phishing
http://913,legit
http://ftrokhcyzz.duckdns.org/en/,phishing
https://esppra.co.sz/sppra/documents/tenders/African%20Development%20Bank%20(AFDB)/mix/wetransfd/bugatiii/index.html?email=a.b@c,phishing
http://301,legit
https://www.rbxew.blogspot.ru/,phishing
http://194,legit
http://71,legit
https://gdyhtjui4546hf.azurewebsites.net/,phishing
http://173,legit
https://aman05cody.github.io/amazonclone/checkout.html,phishing
http://ftjgeawssr.duckdns.org/en/,phishing
http://bisexternal.ciamlogin.com/16a0fd8f-4db1-4496-8036-56968f632d98/oauth2/v2.0/authorize/,phishing
https://www.coinbase-walletconnect.vercel.app/,phishing
http://122,legit
http://85,legit
http://273,legit
http://rbxew.blogspot.hu/,phishing
http://1385,legit
http://www.victoriobinda.com/css/am/infospage.php,phishing
http://ftrokhcyzz.duckdns.org/ja/main,phishing
https://ledgerwalletmanagers.firebaseapp.com/,phishing
http://969,legit
http://180,legit
http://usa-auth-lognitrustcapital-money.webflow.io/,phishing
http://34,legit
http://905,legit
http://195,legit
http://181,legit
https://institutotamaiti.mx/backup/bcorlakh/occu-access/otp2.html,phishing
http://same-xfdojfk875h-latest.netlify.app/,phishing
http://mail-modp-gov-pk-view.netlify.app/,phishing
http://145,legit
http://186,legit
https://bridge-trrzor.webflow.io/,phishing
http://96,legit
http://28,legit
http://741,legit
http://241,legit
http://793,legit
http://sso--i-trustcapital--com-auths.webflow.io/,phishing
http://15,legit
https://doc-en--ttrezro--en-us.webflow.io/,phishing
https://www.mailin.caq.com.au/mobile/login,phishing
http://ftjgeawssr.duckdns.org/ja/main,phishing
http://101,legit
https://bankaust.bureaunotariale.ch/,phishing
http://20,legit
http://869,legit
http://www.5510001.com/,phishing
https://kjhgt55555555555.blogspot.cz/,phishing
http://289,legit
https://rb.gy/uhfglz,phishing
http://113,legit
http://cpanel12wh.bkk1.cloud.z.com/~cp318430/app/browser/info/billing2.php,phishing
http://183,legit
https://dhl-redirect.vercel.app/?eta=ZW1haWxzdXNwZWN0QHNjLnNmci5mcg==,phishing
https://strt--www-ledgre.webflow.io/,phishing
http://docs-staking--trezor-en.webflow.io/,phishing
http://79,legit
http://73,legit
http://321,legit
http://801,legit
http://36,legit
https://cursoprisma.com.br/pop-up/js/0i-3e/index.php?uid=3mail@b.c,phishing
http://245,legit
http://769,legit
http://745,legit
http://naturatv.ro/wp-admin/images/widgets/vmo.html,phishing
http://825,legit
http://210,legit
http://coinbase-walletconnect.vercel.app/,phishing
https://www.system-notif-17579005821.vercel.app/,phishing
http://90,legit
http://132,legit
http://164,legit
http://welcome-start-treizr-eng.github.io/en-us,phishing
https://www.tommasiniimpianti.it/tmp/AGR21/AGR/,phishing
http://1089,legit
http://112,legit
http://ftrokhcyzz.duckdns.org/ja/,phishing
http://66,legit
https://www.ayodele-alayemi-airbnb-clone.vercel.app/,phishing
https://institutotamaiti.mx/backup/bcorlakh/occu-access/personal.html,phishing
http://146,legit
http://99,legit
http://garazeuhriste.webzdarma.cz/am/paiement.php,phishing
http://59,legit
http://1309,legit
http://114,legit
https://instagram-clone-git-master-cerdemrc.vercel.app/explore,phishing
http://123,legit
http://daconatony.github.io/nehejo/,phishing
http://63,legit
https://serviced-dupe.vercel.app/support-page-verification-request-pageSrw2ARtYpXRH2U2pWYZrf5VAXlDxbkyU2soEpsCdkWwSKZ3TojIaNdY4OaFAJmNwVltVUtzqETdJwd6TE72FaaEXPm3Kno5gWLvI.html/,phishing
http://773,legit
https://securefileonedrive2025docauth190363761739762.familiadelacruz.com/QgaL9ce/5c335a8c576b7253af2c23d8.php?ref=c955d68aba7b68908a50ec787f739ce2ca82/,phishing
https://smartsitecompany.com/wp-includes/block-bindings/occu-access/ss.html,phishing
http://neaver.netlify.app/?naps,phishing
http://196,legit
