f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,label
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,3,0,14.333333333333334,34,0.0,3,11,29,4,4,0,0,0,6,6,0,0,0,53,45,1,0,0,0,0,0.018867924528301886,0.0,0.0,0.8490566037735849,0.022222222222222223,0.0,0,0,2,0,0.03773584905660377,0,6,6,0,0,0,0,40,36,0,0,0,0,0,34,0,0,0,0,0,0,2,1,3,0.11320754716981132,0.13333333333333333,0.0,0.0,0.0,0.0,7,3,1,0,0,0,4.673688322847592,4.505974696849669,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,3,0,5.0,8,0.0,2,4,15,0,0,0,0,0,0,0,0,0,0,25,17,1,0,0,0,0,0.04,0.0,0.0,0.68,0.058823529411764705,0.0,0,0,2,0,0.08,0,0,0,0,0,0,0,19,15,0,0,0,0,0,8,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,0,0,3.863465189601647,3.616874605956222,-0.0,0.0,0.0,0.0,1,0,0,0,3.0,0,1,1
0,3,0,6.666666666666667,11,0.0,3,5,16,2,2,0,0,0,2,2,0,0,0,30,22,1,0,0,0,0,0.03333333333333333,0.0,0.0,0.7333333333333333,0.045454545454545456,0.0,0,0,2,0,0.06666666666666667,0,2,2,0,0,0,0,21,17,0,0,0,0,0,11,0,0,0,0,0,0,2,1,3,0.06666666666666667,0.09090909090909091,0.0,0.0,0.0,0.0,7,3,1,0,0,0,4.256564762130954,4.004886164091843,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,2,4,9.5,16,11.25,3,17,47,1,0,1,1,0,1,0,1,1,0,77,20,49,39,9,5,0,0.6363636363636364,0.0,0.0,0.2597402597402597,2.45,0.0,0,0,2,0,0.025974025974025976,0,1,0,1,1,0,0,64,19,40,7,4,0,14,16,14,14,0,0,0,0,1,4,5,0.012987012987012988,0.0,0.02040816326530612,0.1111111111111111,0.0,0.0,12,1,8,1,1,0,4.353796606329346,3.584183719779189,4.24156264992859,2.94770277922009,2.321928094887362,0.0,1,0,0,0,0.0,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,3,3,6.333333333333333,13,4.666666666666667,3,9,26,1,0,1,1,0,1,0,1,1,0,45,21,17,7,9,4,0,0.37777777777777777,0.0,0.0,0.4666666666666667,0.8095238095238095,0.0,0,0,3,0,0.06666666666666667,0,1,0,1,1,0,0,35,19,12,7,3,0,9,13,9,9,0,0,0,0,2,3,5,0.022222222222222223,0.0,0.058823529411764705,0.1111111111111111,0.0,0.0,9,2,4,1,1,0,4.138656363227873,3.52257158913636,3.29277019393699,2.94770277922009,1.5,0.0,1,0,0,0,0.0,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.9219280948873623,1.584962500721156,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,2,0,5.0,7,0.0,3,3,11,0,0,0,0,0,0,0,0,0,0,19,11,1,0,0,0,0,0.05263157894736842,0.0,0.0,0.5789473684210527,0.09090909090909091,0.0,0,0,1,0,0.10526315789473684,0,0,0,0,0,0,0,14,10,0,0,0,0,0,7,0,0,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.5368867237421675,3.2776134368191157,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,1,0,4.0,4,0.0,4,0,4,4,4,0,0,0,4,4,0,0,0,11,4,0,0,0,0,0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0,0,0,1,0.18181818181818182,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,3.095795255000934,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,4,0,4.5,8,0.0,2,4,19,0,0,0,0,0,0,0,0,0,0,30,21,1,0,0,0,0,0.03333333333333333,0.0,0.0,0.7,0.047619047619047616,0.0,0,0,3,0,0.1,0,0,0,0,0,0,0,23,18,0,0,0,0,0,8,0,0,0,0,0,0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,0,0,0,3.831401845392172,3.594465636961452,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,1,0,2.0,2,0.0,2,0,4,2,2,0,0,0,2,2,0,0,0,9,2,0,0,0,0,0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0,0,0,1,0.2222222222222222,0,2,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.725480556997868,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,3,0,10.0,21,0.0,2,9,23,0,0,0,0,0,0,0,0,0,0,41,32,1,0,0,0,0,0.024390243902439025,0.0,0.0,0.7804878048780488,0.03125,0.0,0,0,2,0,0.04878048780487805,0,0,0,0,0,0,0,32,27,0,0,0,0,0,21,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,0,0,0,4.210733711724087,3.952819531114783,-0.0,0.0,0.0,0.0,1,0,0,0,2.0,0,1,1
0,4,0,4.75,7,0.0,3,4,19,0,0,0,0,0,0,0,0,0,0,30,22,1,0,0,0,0,0.03333333333333333,0.0,0.0,0.7333333333333333,0.045454545454545456,0.0,0,0,3,0,0.1,0,0,0,0,0,0,0,23,19,0,0,0,0,0,7,0,0,0,0,0,0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,0,0,0,3.8062389286533898,3.390805482076982,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.721928094887362,0.9182958340544896,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
0,3,0,5.666666666666667,8,0.0,3,5,17,0,0,0,0,0,0,0,0,0,0,28,19,1,0,0,0,0,0.03571428571428571,0.0,0.0,0.6785714285714286,0.05263157894736842,0.0,0,0,2,0,0.07142857142857142,0,0,0,0,0,0,0,22,17,0,0,0,0,0,8,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,0,0,3.9407598325400897,3.721611723969901,-0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,1
0,1,0,3.0,3,0.0,3,0,4,3,3,0,0,0,3,3,0,0,0,10,3,0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,1,0.2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2.721928094887362,0.9182958340544896,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,1,0
