Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,label
0,2,6,3.5,4,3.5,2,5,2,0,0,0,0,0,0,0,0,0,0,40,8,25,25,13,4,7,0.625,0.175,0.875,0.2,3.125,0.28,0,-1,3,-1,1.0,0,6,4,0,2,0,0,25,3,10,4,4,0,7,3,5,5,0,0,0,3,0,2,0,0.15,0.5,0.0,0.1111111111,0.1666666667,0.2857142857,7,1,1,3,2,1,0.8126886428,0.9166666667,0.898226518,0.8667708519,0.8140380362,1.0,1
0,2,6,6.0,9,7.0,2,13,7,0,0,0,0,0,0,0,0,0,0,67,13,47,47,3,4,2,0.70149255,0.029850746,0.15384616,0.19402985,3.6153846,0.04255319,0,-1,2,-1,0.7692308,-1,11,0,8,3,0,-1,47,12,27,0,4,-1,26,9,26,26,-1,1,0,5,0,1,-1,0.164179104,0.0,0.205128205,0.375,0.0,-1.0,7,1,3,1,0,-1,0.740912951,0.958424899,0.71557272,1.0,1.0,-1.0,0
7,2,18,10.0,17,4.8125,2,29,14,0,0,0,0,0,0,0,0,0,0,135,21,107,107,2,2,14,0.7925926,0.1037037,0.6666667,0.15555556,5.095238,0.13084112,0,-1,1,-1,0.85714287,7,10,0,-1,-1,-1,0,104,20,-1,-1,-1,7,106,17,10,10,7,0,1,2,0,13,1,0.074074074,0.0,-1.0,-1.0,-1.0,0.0,5,1,-1,-1,-1,1,0.669165977,0.869902715,-1.0,-1.0,-1.0,0.887435914,0
0,3,10,5.6666665,12,4.1,3,12,7,0,0,0,0,0,0,0,0,0,0,76,19,50,50,27,4,2,0.65789473,0.02631579,0.10526316,0.25,2.631579,0.04,0,-1,4,-1,0.47368422,-1,2,0,0,2,0,-1,59,16,14,21,4,-1,27,8,7,7,-1,0,0,4,1,6,-1,0.0263157895,0.0,0.0,0.0625,0.0,-1.0,8,2,3,1,0,-1,0.713052547,0.7334951179,0.85671355,0.7733458593,1.0,-1.0,1
0,4,5,2.75,3,4.0,4,6,3,0,0,0,0,0,0,0,0,0,0,45,14,24,24,5,4,2,0.53333336,0.044444446,0.14285715,0.31111112,1.7142857,0.083333336,0,-1,4,-1,0.2857143,-1,0,0,0,0,0,-1,35,11,11,5,4,-1,12,3,6,6,-1,0,0,3,0,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,7,3,1,1,0,-1,0.769276219,0.7090260576,0.9249572757,1.0,1.0,-1.0,1
0,5,5,4.0,9,2.4,5,3,1,0,0,0,0,0,0,0,0,0,0,47,24,16,16,2,3,2,0.34042552,0.04255319,0.083333336,0.5106383,0.6666667,0.125,0,-1,5,-1,0.41666666,-1,0,0,0,0,0,-1,36,20,7,2,3,-1,8,9,5,5,-1,0,0,3,0,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,8,4,1,1,0,-1,0.730471929,0.793210891,0.939794001,0.871049064,0.579380164,-1.0,0
0,3,4,4.0,6,3.25,3,5,2,0,0,0,0,0,0,0,0,0,0,37,14,16,16,5,3,2,0.43243244,0.054054055,0.14285715,0.3783784,1.1428572,0.125,0,-1,3,-1,0.5,-1,0,0,0,0,0,-1,29,12,5,5,3,-1,5,6,5,5,-1,0,0,3,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,6,2,1,1,0,-1,0.776811412,0.8357523477,0.898226518,1.0,1.0,-1.0,1
35,3,10,6.3333335,14,2.25,3,23,12,0,0,0,0,0,0,0,0,0,0,112,21,84,84,2,2,71,0.75,0.6339286,3.3809524,0.1875,4.0,0.8452381,0,-1,3,-1,0.71428573,11,3,0,0,0,3,3,88,19,1,5,59,31,75,14,9,9,9,0,5,3,0,1,10,0.0267857143,0.0,0.0,0.037037037,0.04,0.0422535211,18,2,1,13,12,11,0.676376752,0.7966700047,0.5793801643,0.7078458728,0.7085483146,0.7053693052,1
0,3,18,4.3333335,8,3.2222223,3,20,9,0,0,0,0,0,0,0,0,0,0,97,15,75,75,61,4,2,0.77319586,0.020618556,0.13333334,0.15463917,5.0,0.026666667,0,-1,3,-1,0.6,-1,7,0,0,7,0,-1,68,13,6,41,4,-1,61,8,6,6,-1,0,0,3,0,15,-1,0.072164948,0.0,-1.0,-1.0,-1.0,-1.0,6,2,-1,-1,-1,-1,0.647490362,0.816480016,-1.0,-1.0,-1.0,-1.0,0
0,3,8,5.3333335,10,3.75,3,8,10,0,0,0,0,0,0,0,0,0,0,62,18,37,37,4,3,2,0.5967742,0.032258064,0.11111111,0.29032257,2.0555556,0.054054055,0,-1,4,-1,0.6111111,-1,0,0,0,0,0,-1,50,16,23,4,3,-1,7,10,7,7,-1,0,0,6,0,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,10,2,5,1,0,-1,0.687197771,0.820010419,0.739999902,0.916666667,0.579380164,-1.0,0
0,4,11,4.5,8,6.818182,4,16,9,9,2,7,7,0,4,0,4,4,0,113,21,85,85,39,3,2,0.7522124,0.017699115,0.0952381,0.18584071,4.047619,0.023529412,0,-1,4,-1,0.47619048,-1,29,2,5,22,0,-1,68,16,29,16,3,-1,39,8,7,7,-1,0,0,8,0,3,-1,0.256637168,0.095238095,0.119047619,0.511627907,0.0,-1.0,12,3,6,1,0,-1,0.699707655,0.80198475,0.761494839,0.805493517,1.0,-1.0,0
22,3,12,3.3333333,5,2.8,3,21,13,0,0,0,0,0,0,0,0,0,0,91,12,72,72,2,2,53,0.7912088,0.5824176,4.4166665,0.13186814,6.0,0.7361111,0,-1,3,-1,0.5,11,2,0,0,0,2,2,69,10,6,5,44,19,57,5,7,7,11,0,5,3,0,3,9,0.021978022,0.0,0.0,0.0317460317,0.0350877193,0.0377358491,16,2,1,11,10,9,0.6992125205,0.8429809819,0.929896694,0.7202150243,0.7271876146,0.7168838592,1
0,4,8,4.0,8,5.25,4,13,8,1,0,1,0,0,0,0,0,0,0,75,19,49,49,20,4,2,0.6533333,0.026666667,0.10526316,0.25333333,2.5789473,0.040816326,0,-1,5,-1,0.47368422,-1,3,0,1,2,0,-1,59,16,19,16,4,-1,20,8,9,9,-1,0,0,4,0,4,-1,0.04,0.0,0.0416666667,0.08,0.0,-1.0,9,3,3,1,0,-1,0.7113031579,0.8078347747,0.804526073,0.8729083167,1.0,-1.0,1
0,4,6,2.75,3,5.0,4,10,6,0,0,0,0,0,0,0,0,0,0,56,14,35,35,5,4,2,0.625,0.035714287,0.14285715,0.25,2.5,0.057142857,0,-1,4,-1,0.2857143,-1,0,0,0,0,0,-1,45,11,21,5,4,-1,15,3,7,7,-1,0,0,4,0,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,8,3,2,1,0,-1,0.7301801916,0.7090260576,0.7491790074,1.0,1.0,-1.0,1
0,5,5,2.6,5,3.6,5,4,4,0,0,0,0,0,0,0,0,0,0,46,17,22,22,4,4,2,0.47826087,0.04347826,0.11764706,0.36956522,1.2941177,0.09090909,0,-1,5,-1,0.3529412,-1,4,0,0,4,0,-1,31,13,10,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.086956522,0.0,0.0,0.444444444,0.0,-1.0,9,4,2,1,0,-1,0.737373879,0.78765934,0.818007335,0.929896694,1.0,-1.0,0
0,2,10,5.5,8,4.6,2,12,11,0,0,0,0,0,0,0,0,0,0,74,12,55,55,5,3,2,0.7432432,0.027027028,0.16666667,0.16216215,4.5833335,0.036363635,0,-1,2,-1,0.75,-1,0,0,0,0,0,-1,61,11,38,5,3,-1,12,8,8,8,-1,0,0,7,0,3,-1,0.0,0.0,0.0,0.0,0.0,-1.0,9,1,5,1,0,-1,0.674646131,0.842980982,0.735188944,0.833333333,0.579380164,-1.0,0
0,2,4,6.0,9,4.25,2,3,2,2,0,2,2,0,0,0,0,0,0,40,13,20,20,9,4,2,0.5,0.05,0.15384616,0.325,1.5384616,0.1,0,-1,2,-1,0.7692308,-1,2,0,0,2,0,-1,31,12,4,7,4,-1,9,9,4,4,-1,0,0,3,0,1,-1,0.05,0.0,0.0,0.142857143,0.0,-1.0,5,1,1,1,0,-1,0.778654396,0.916849799,0.871049064,0.924957276,1.0,-1.0,0
0,2,12,4.5,6,4.5833335,2,16,11,0,0,0,0,0,0,0,0,0,0,83,10,66,66,2,2,2,0.79518074,0.024096385,0.2,0.12048193,6.6,0.030303031,0,-1,1,-1,0.7,-1,10,0,-1,-1,-1,-1,58,9,-1,-1,-1,-1,65,6,6,6,-1,0,0,2,0,10,-1,0.120481928,0.0,-1.0,-1.0,-1.0,-1.0,3,1,-1,-1,-1,-1,0.720867414,1.0,-1.0,-1.0,-1.0,-1.0,0
35,3,15,4.3333335,9,3.6,3,23,22,7,0,7,0,7,3,0,3,0,3,124,15,102,102,2,2,79,0.82258064,0.63709676,5.266667,0.12096774,6.8,0.7745098,0,-1,3,-1,0.6666667,32,22,0,0,0,22,19,82,13,4,11,50,16,83,9,8,8,0,0,2,3,0,3,3,0.177419355,0.0,0.0,0.229166667,0.265060241,0.345454545,16,2,1,11,10,3,0.702064249,0.89761679,0.871049064,0.715632685,0.720660433,0.774276323,0
0,3,10,5.6666665,9,5.5,3,2,2,6,1,5,2,0,1,0,1,1,0,90,19,64,64,17,3,2,0.7111111,0.022222223,0.10526316,0.21111111,3.368421,0.03125,0,-1,3,-1,0.5263158,-1,42,5,26,11,0,-1,34,12,9,6,3,-1,17,3,3,3,-1,0,0,9,0,1,-1,0.466666667,0.263157895,0.604651163,0.523809524,0.0,-1.0,12,2,7,1,0,-1,0.706855841,0.841967673,0.677874865,0.771035116,1.0,-1.0,0
42,3,11,4.0,7,2.75,3,26,17,0,0,0,0,0,0,0,0,0,0,110,14,89,89,2,2,74,0.8090909,0.6727273,5.285714,0.12727273,6.357143,0.83146065,0,-1,3,-1,0.35714287,14,6,0,0,0,6,6,82,11,3,5,59,33,78,4,10,10,11,0,5,3,1,2,9,0.0545454545,0.0,0.0,0.0714285714,0.0769230769,0.0810810811,18,2,1,13,12,11,0.6744926267,0.8357523477,0.8277293768,0.6837222627,0.6860584752,0.6753892016,1
33,2,8,5.0,7,3.6,2,17,9,1,0,1,0,1,0,0,0,0,0,86,11,68,68,2,2,45,0.7906977,0.5232558,4.090909,0.12790698,6.181818,0.6617647,0,-1,2,-1,0.72727275,32,5,0,0,0,5,5,69,10,9,5,41,28,50,7,6,6,0,0,2,3,0,2,3,0.0581395349,0.0,0.0,0.0892857143,0.1,0.1111111111,9,1,1,5,4,3,0.7629464359,0.8948855177,0.9070190181,0.8243624549,0.8343158084,0.8512751045,1
0,3,5,5.0,10,3.2,3,5,5,0,0,0,0,0,0,0,0,0,0,44,17,20,20,5,3,2,0.45454547,0.045454547,0.11764706,0.38636363,1.1764706,0.1,0,-1,3,-1,0.64705884,-1,0,0,0,0,0,-1,35,15,8,5,3,-1,5,10,5,5,-1,0,0,4,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,7,2,2,1,0,-1,0.71592601,0.74095825,0.769933633,1.0,1.0,-1.0,0
0,2,8,4.5,6,4.375,2,9,3,1,1,0,0,0,0,0,0,0,0,59,10,42,42,2,2,2,0.7118644,0.033898305,0.2,0.16949153,4.2,0.04761905,0,-1,1,-1,0.7,-1,13,3,10,0,0,-1,35,6,10,9,6,-1,13,3,8,8,-1,0,0,6,0,2,-1,0.220338983,0.3,-1.0,-1.0,-1.0,-1.0,7,1,-1,-1,-1,-1,0.789206767,1.0,-1.0,-1.0,-1.0,-1.0,0
2,2,6,5.5,8,2.75,2,5,1,0,0,0,0,0,0,0,0,0,0,39,12,20,20,2,2,5,0.51282054,0.12820514,0.41666666,0.30769232,1.6666666,0.25,0,-1,2,-1,1.0,2,10,8,0,0,2,2,20,3,4,4,5,0,9,3,4,4,0,0,1,3,0,1,1,0.2564102564,0.6666666667,0.0,0.1428571429,0.2222222222,0.4,7,1,1,3,2,1,0.7779348709,0.6836405664,0.8710490643,0.9624786379,1.0,1.0,1
20,4,10,3.0,4,3.0,4,19,10,0,0,0,0,0,0,0,0,0,0,83,15,61,61,2,2,45,0.73493975,0.5421687,3.0,0.18072289,4.0666666,0.73770493,0,-1,4,-1,0.33333334,11,2,0,0,0,2,2,63,12,4,5,38,17,49,4,7,7,11,0,4,3,0,2,7,0.0240963855,0.0,0.0,0.0363636364,0.0408163265,0.0444444444,15,3,1,9,8,7,0.7142899375,0.8035987149,0.8710490643,0.7366187191,0.7446982,0.735025916,1
1,2,9,5.0,7,3.0,2,7,5,0,0,0,0,0,0,0,0,0,0,66,11,48,48,2,2,35,0.72727275,0.530303,3.1818182,0.16666667,4.3636365,0.7291667,0,-1,2,-1,0.72727275,1,2,0,0,1,1,1,47,10,9,0,24,0,33,7,7,6,0,0,1,4,0,1,5,0.03030303,0.0,0.0,0.055555556,0.03030303,0.057142857,11,1,2,7,5,6,0.729655658,0.947442759,0.842980982,0.787715731,0.76265417,0.779920369,0
2,3,7,5.0,9,3.4,3,6,3,0,0,0,0,0,0,0,0,0,0,51,17,27,27,2,2,5,0.5294118,0.09803922,0.29411766,0.33333334,1.5882353,0.18518518,0,-1,3,-1,0.5882353,2,2,0,0,0,2,2,38,15,3,11,5,0,12,9,7,7,0,0,1,3,0,2,1,0.0392156863,0.0,0.0,0.0909090909,0.2222222222,0.4,8,2,1,3,2,1,0.7597259228,0.7876593396,0.8277293768,0.9184567912,1.0,1.0,1
0,2,7,4.0,5,3.5714285,2,6,2,0,0,0,0,0,0,0,0,0,0,47,9,31,31,1,4,2,0.65957445,0.04255319,0.22222222,0.19148937,3.4444444,0.06451613,0,-1,2,-1,0.6666667,-1,11,2,8,1,0,-1,26,6,12,0,4,-1,11,3,11,11,-1,1,0,6,0,1,-1,0.2340425532,0.2222222222,0.32,0.1666666667,0.0,-1.0,8,1,4,1,0,-1,0.7704939697,1.0,0.7794105637,1.0,1.0,-1.0,1
194,3,9,6.3333335,14,2.25,3,21,18,22,0,22,0,22,2,0,2,0,2,255,21,227,227,2,2,214,0.8901961,0.8392157,10.190476,0.08235294,10.809524,0.94273126,0,-1,3,-1,0.71428573,175,26,0,0,0,26,26,213,19,1,5,184,167,218,14,9,9,10,0,3,3,0,2,5,0.1019607843,0.0,0.0,0.1160714286,0.119266055,0.1214953271,12,2,1,7,6,5,0.6854705097,0.7966700047,0.5793801643,0.6912891999,0.6918135235,0.691991272,1
85,4,18,4.5,10,2.6666667,4,47,27,0,0,0,0,0,0,0,0,0,0,183,21,155,155,2,2,144,0.8469945,0.78688526,6.857143,0.114754096,7.3809524,0.92903227,0,-1,4,-1,0.52380955,34,11,0,-1,0,11,11,139,18,-1,5,112,67,148,10,11,11,11,0,8,2,0,6,16,0.0601092896,0.0,-1.0,-1.0,-1.0,-1.0,25,3,-1,-1,-1,-1,0.6336582032,0.8318516985,-1.0,-1.0,-1.0,-1.0,1
0,3,9,4.0,5,4.4444447,3,5,6,4,2,2,0,0,0,0,0,0,0,69,14,48,48,10,3,2,0.6956522,0.028985508,0.14285715,0.20289855,3.4285715,0.041666668,0,-1,3,-1,0.5,-1,24,5,10,9,0,-1,32,7,18,0,3,-1,19,2,3,1,-1,0,0,7,0,2,-1,0.347826087,0.357142857,-1.0,-1.0,-1.0,-1.0,10,2,-1,-1,-1,-1,0.769188757,0.887435914,-1.0,-1.0,-1.0,-1.0,0
65,4,20,4.25,8,2.6666667,4,19,11,1,1,0,0,0,0,0,0,0,0,135,20,108,108,2,2,97,0.8,0.7185185,4.85,0.14814815,5.4,0.8981481,0,-1,4,-1,0.45,23,37,2,-1,0,35,35,67,15,-1,5,43,17,101,4,7,7,11,0,5,2,0,12,9,0.2740740741,0.1,-1.0,-1.0,-1.0,-1.0,18,3,-1,-1,-1,-1,0.6972421304,0.8668444413,-1.0,-1.0,-1.0,-1.0,1
0,3,14,5.3333335,11,3.5714285,3,18,11,0,0,0,0,0,0,0,0,0,0,88,18,63,63,47,4,2,0.71590906,0.022727273,0.11111111,0.20454545,3.5,0.031746034,0,-1,3,-1,0.6666667,-1,8,0,0,8,0,-1,62,16,8,30,4,-1,47,11,6,6,-1,0,0,3,0,11,-1,0.0909090909,0.0,0.0,0.1538461538,0.0,-1.0,6,2,1,1,0,-1,0.6793433467,0.8401250223,0.8948855177,0.7047358564,1.0,-1.0,1
0,2,14,5.5,8,4.357143,2,18,12,1,0,1,0,0,1,0,1,0,0,94,12,75,75,2,2,2,0.79787236,0.021276595,0.16666667,0.12765957,6.25,0.026666667,0,-1,1,-1,0.75,-1,10,0,-1,-1,-1,-1,66,11,-1,-1,-1,-1,73,8,7,7,-1,0,0,2,0,12,-1,0.106382979,0.0,-1.0,-1.0,-1.0,-1.0,3,1,-1,-1,-1,-1,0.68193933,0.953509509,-1.0,-1.0,-1.0,-1.0,0
0,2,6,4.5,6,5.1666665,2,13,8,0,0,0,0,0,0,0,0,0,0,53,10,36,36,3,4,2,0.6792453,0.03773585,0.2,0.18867925,3.6,0.055555556,0,-1,2,-1,0.7,-1,0,0,0,0,0,-1,44,9,24,3,4,-1,15,6,15,15,-1,0,0,5,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,7,1,3,1,0,-1,0.738506705,0.939794001,0.769552885,0.916666667,1.0,-1.0,0
0,2,9,4.5,6,4.7777777,2,12,6,0,0,0,0,0,0,0,0,0,0,68,10,51,51,37,4,2,0.75,0.029411765,0.2,0.14705883,5.1,0.039215688,0,-1,2,-1,0.7,-1,8,0,0,8,0,-1,48,9,6,25,4,-1,37,6,11,11,-1,0,0,4,0,5,-1,0.117647059,0.0,0.0,0.19047619,0.0,-1.0,6,1,2,1,0,-1,0.768211324,0.819382003,0.833333333,0.825546448,1.0,-1.0,0
3,3,7,2.6666667,4,6.4,3,13,9,0,0,0,0,0,0,0,0,0,0,60,10,43,43,2,2,6,0.71666664,0.1,0.6,0.16666667,4.3,0.13953489,0,-1,3,-1,0.5,3,3,0,0,0,3,3,46,8,22,7,5,0,14,4,14,14,0,0,1,4,0,1,1,0.05,0.0,0.0,0.166666667,0.3,0.5,9,2,2,3,2,1,0.741945133,0.879588002,0.790995573,0.893416682,0.879588002,0.871049064,0
0,4,7,7.0,20,4.571429,4,8,3,0,0,0,0,0,0,0,0,0,0,76,31,38,38,7,4,2,0.5,0.02631579,0.06451613,0.40789473,1.2258065,0.05263158,0,-1,4,-1,0.67741936,-1,0,0,0,0,0,-1,64,28,21,7,4,-1,11,20,8,8,-1,0,0,5,0,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,9,3,3,1,0,-1,0.707759607,0.737826279,0.83634919,0.953509509,1.0,-1.0,0
0,2,9,8.0,13,2.7777777,2,5,4,0,0,0,0,0,0,0,0,0,0,57,17,33,33,24,4,2,0.57894737,0.03508772,0.11764706,0.2982456,1.9411764,0.060606062,0,-1,2,-1,0.8235294,-1,6,0,0,6,0,-1,39,16,2,13,4,-1,24,13,6,6,-1,0,0,3,0,6,-1,0.1052631579,0.0,-1.0,-1.0,-1.0,-1.0,5,1,-1,-1,-1,-1,0.7932803621,0.8273054997,-1.0,-1.0,-1.0,-1.0,1
5,2,13,5.0,8,3.1111112,2,7,4,0,0,0,0,0,0,0,0,0,0,64,11,46,46,25,1,9,0.71875,0.140625,0.8181818,0.171875,4.181818,0.19565217,0,-1,5,-1,0.8181818,5,3,0,1,1,1,3,45,10,31,0,0,0,9,8,5,5,0,0,1,5,0,6,1,0.046875,0.0,0.0,0.111111111,0.176470588,0.333333333,12,1,3,6,5,3,0.754913714,0.875048115,0.876100572,0.859793388,0.902789007,0.929896694,0
3,2,6,5.5,8,2.75,2,5,1,0,0,0,0,0,0,0,0,0,0,40,12,21,21,2,2,6,0.525,0.15,0.5,0.3,1.75,0.2857143,0,-1,2,-1,1.0,3,11,8,0,0,3,3,20,3,4,4,5,0,10,3,4,4,0,0,1,3,0,1,1,0.275,0.6666666667,0.0,0.2,0.3,0.5,7,1,1,3,2,1,0.791595606,0.6836405664,0.8710490643,0.9317445267,0.9397940009,0.8710490643,1
0,3,6,5.6666665,12,3.3333333,3,6,3,0,0,0,0,0,0,0,0,0,0,51,19,25,25,9,4,2,0.49019608,0.039215688,0.10526316,0.37254903,1.3157895,0.08,0,-1,4,-1,0.47368422,-1,0,0,0,0,0,-1,40,16,8,8,4,-1,9,8,5,5,-1,0,0,3,1,3,-1,0.0,0.0,0.0,0.0,0.0,-1.0,7,2,2,1,0,-1,0.7233292598,0.7334951179,0.8948855177,0.9249572757,1.0,-1.0,1
