f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,label
0,3,0,5.0,9,0.0,3,4,15,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0.0,0.0,0.0,0.7083333333333334,0.0,0.0,0,0,2,0,0.125,0,0,0,0,0,0,0,19,15,0,0,0,0,0,9,0,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,0,3.8553885422075336,3.4548223999466057,0.0,0.0,0.0,0.0,1,legit
0,3,0,6.0,9,0.0,3,4,17,0,0,0,0,0,0,0,0,0,0,28,20,1,0,0,0,0,0.03571428571428571,0.0,0.0,0.7142857142857143,0.05,0.0,0,0,2,0,0.07142857142857142,0,0,0,0,0,0,0,21,17,0,0,0,0,0,9,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,0,0,0,3.7264741182543757,3.408694969562842,-0.0,0.0,0.0,0.0,1,phishing
0,2,1,4.0,5,7.0,3,6,14,0,0,0,0,0,0,0,0,0,0,25,9,8,0,7,0,0,0.32,0.0,0.0,0.36,0.8888888888888888,0.0,0,0,1,0,0.08,0,0,0,0,0,0,0,20,8,7,7,0,0,7,5,7,7,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.7532696895151085,2.94770277922009,2.5,2.2359263506290326,0.0,0.0,1,legit
0,2,1,4.5,6,5.0,3,7,12,0,0,0,0,0,0,0,0,0,0,24,10,6,0,5,0,0,0.25,0.0,0.0,0.4166666666666667,0.6,0.0,0,0,1,0,0.08333333333333333,0,0,0,0,0,0,0,19,9,5,5,0,0,5,6,5,5,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.823934896284056,2.9219280948873623,2.584962500721156,2.321928094887362,0.0,0.0,1,legit
0,2,1,4.0,6,7.0,2,3,17,0,0,0,0,0,0,0,0,0,0,25,9,8,0,7,0,0,0.32,0.0,0.0,0.36,0.8888888888888888,0.0,0,0,1,0,0.08,0,0,0,0,0,0,0,20,8,7,7,0,0,7,6,7,7,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.397405811425518,2.6416041678685938,2.5,2.2359263506290326,0.0,0.0,1,legit
0,3,0,3.6666666666666665,5,0.0,3,4,12,0,0,0,0,0,0,0,0,0,0,21,13,0,0,0,0,0,0.0,0.0,0.0,0.6190476190476191,0.0,0.0,0,0,2,0,0.14285714285714285,0,0,0,0,0,0,0,16,11,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,0,3.7849418274376427,3.0269868333592873,0.0,0.0,0.0,0.0,1,legit
0,3,1,6.666666666666667,11,15.0,3,7,22,6,6,0,0,0,9,9,0,0,0,46,22,16,0,15,5,0,0.34782608695652173,0.0,0.0,0.4782608695652174,0.7272727272727273,0.0,0,0,3,0,0.043478260869565216,0,9,9,0,0,0,0,29,10,14,14,4,0,15,11,15,15,0,0,0,0,2,1,3,0.1956521739130435,0.4090909090909091,0.0,0.0,0.0,0.0,8,3,2,1,1,0,4.414441303694972,3.823067982273661,3.625,3.506890595608519,2.321928094887362,0.0,1,phishing
0,2,1,3.0,4,5.0,2,6,10,0,0,0,0,0,0,0,0,0,0,21,7,6,0,5,0,0,0.2857142857142857,0.0,0.0,0.3333333333333333,0.8571428571428571,0.0,0,0,1,0,0.09523809523809523,0,0,0,0,0,0,0,16,6,5,5,0,0,5,4,5,5,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.52257158913636,2.521640636343318,2.584962500721156,2.321928094887362,0.0,0.0,1,legit
0,2,0,4.0,5,0.0,3,4,9,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0.0,0.0,0.0,0.5294117647058824,0.0,0.0,0,0,1,0,0.11764705882352941,0,0,0,0,0,0,0,13,8,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,3.7345216647797512,2.94770277922009,0.0,0.0,0.0,0.0,1,legit
0,2,1,4.5,6,7.0,3,6,15,0,0,0,0,0,0,0,0,0,0,26,10,8,0,7,0,0,0.3076923076923077,0.0,0.0,0.38461538461538464,0.8,0.0,0,0,1,0,0.07692307692307693,0,0,0,0,0,0,0,21,9,7,7,0,0,7,6,7,7,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.6423714487439023,2.9219280948873623,2.5,2.2359263506290326,0.0,0.0,1,legit
0,2,1,5.0,7,4.0,3,5,14,0,0,0,0,0,0,0,0,0,0,24,11,5,0,4,0,0,0.20833333333333334,0.0,0.0,0.4583333333333333,0.45454545454545453,0.0,0,0,1,0,0.08333333333333333,0,0,0,0,0,0,0,19,10,4,4,0,0,4,7,4,4,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.938721875540867,3.0271691184406184,2.321928094887362,2.0,0.0,0.0,1,legit
0,2,1,4.0,5,7.0,3,4,16,0,0,0,0,0,0,0,0,0,0,25,9,8,0,7,0,0,0.32,0.0,0.0,0.36,0.8888888888888888,0.0,0,0,1,0,0.08,0,0,0,0,0,0,0,20,8,7,7,0,0,7,5,7,7,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.573660689688186,2.94770277922009,2.5,2.2359263506290326,0.0,0.0,1,legit
0,3,1,2.3333333333333335,3,5.0,2,5,12,0,0,0,0,0,0,0,0,0,0,23,9,6,0,5,0,0,0.2608695652173913,0.0,0.0,0.391304347826087,0.6666666666666666,0.0,0,0,2,0,0.08695652173913043,0,0,0,0,0,0,0,17,7,5,5,0,0,5,3,5,5,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,0,0,3.5555331514269954,2.5032583347756456,2.584962500721156,2.321928094887362,0.0,0.0,1,legit
0,3,0,4.333333333333333,7,0.0,3,3,14,0,0,0,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0.0,0.0,0.0,0.6818181818181818,0.0,0.0,0,0,2,0,0.13636363636363635,0,0,0,0,0,0,0,17,13,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,0,3.5160276412662306,2.9735572622751856,0.0,0.0,0.0,0.0,1,legit
0,2,1,4.0,5,5.0,3,6,12,0,0,0,0,0,0,0,0,0,0,23,9,6,0,5,0,0,0.2608695652173913,0.0,0.0,0.391304347826087,0.6666666666666666,0.0,0,0,1,0,0.08695652173913043,0,0,0,0,0,0,0,18,8,5,5,0,0,5,5,5,5,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.729446194905256,2.94770277922009,2.584962500721156,2.321928094887362,0.0,0.0,1,legit
0,3,0,4.0,6,0.0,3,3,13,0,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0,0,2,0,0.14285714285714285,0,0,0,0,0,0,0,16,12,0,0,0,0,0,6,0,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,0,3.7489948035250964,3.3248629576173565,0.0,0.0,0.0,0.0,1,legit
0,4,0,3.25,6,0.0,2,5,12,0,0,0,0,0,0,0,0,0,0,23,16,0,0,0,0,0,0.0,0.0,0.0,0.6956521739130435,0.0,0.0,0,0,3,0,0.13043478260869565,0,0,0,0,0,0,0,17,13,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0,3.642489673166126,2.98345859334435,0.0,0.0,0.0,0.0,1,legit
0,2,1,5.0,7,7.0,3,7,15,0,0,0,0,0,0,0,0,0,0,27,11,8,0,7,0,0,0.2962962962962963,0.0,0.0,0.4074074074074074,0.7272727272727273,0.0,0,0,1,0,0.07407407407407407,0,0,0,0,0,0,0,22,10,7,7,0,0,7,7,7,7,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.7225059102772753,3.095795255000934,2.5,2.2359263506290326,0.0,0.0,1,legit
0,2,1,3.5,4,7.0,3,5,14,0,0,0,0,0,0,0,0,0,0,24,8,8,0,7,0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0,0,1,0,0.08333333333333333,0,0,0,0,0,0,0,19,7,7,7,0,0,7,4,7,7,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.6053885422075336,2.5,2.5,2.2359263506290326,0.0,0.0,1,legit
0,2,0,4.0,5,0.0,3,3,9,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0.0,0.0,0.0,0.5625,0.0,0.0,0,0,1,0,0.125,0,0,0,0,0,0,0,12,8,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,3.452819531114783,2.94770277922009,0.0,0.0,0.0,0.0,1,legit
0,3,0,9.666666666666666,20,0.0,2,10,21,0,0,0,0,0,0,0,0,0,0,40,31,1,0,0,0,0,0.025,0.0,0.0,0.775,0.03225806451612903,0.0,0,0,2,0,0.05,0,0,0,0,0,0,0,31,26,0,0,0,0,0,20,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,0,0,0,4.246439344671016,3.937751955408587,-0.0,0.0,0.0,0.0,1,phishing
0,4,0,4.5,8,0.0,2,4,19,0,0,0,0,0,0,0,0,0,0,30,21,1,0,0,0,0,0.03333333333333333,0.0,0.0,0.7,0.047619047619047616,0.0,0,0,3,0,0.1,0,0,0,0,0,0,0,23,18,0,0,0,0,0,8,0,0,0,0,0,0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,0,0,0,3.831401845392172,3.594465636961452,-0.0,0.0,0.0,0.0,1,phishing
0,2,1,4.0,5,7.0,3,6,14,0,0,0,0,0,0,0,0,0,0,25,9,8,0,7,0,0,0.32,0.0,0.0,0.36,0.8888888888888888,0.0,0,0,1,0,0.08,0,0,0,0,0,0,0,20,8,7,7,0,0,7,5,7,7,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.6732696895151085,2.94770277922009,2.5,2.2359263506290326,0.0,0.0,1,legit
0,2,0,4.0,5,0.0,3,4,8,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0.0,0.0,0.0,0.5625,0.0,0.0,0,0,1,0,0.125,0,0,0,0,0,0,0,12,8,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,3.625,2.94770277922009,0.0,0.0,0.0,0.0,1,legit
0,3,0,14.333333333333334,34,0.0,3,11,29,4,4,0,0,0,6,6,0,0,0,53,45,1,0,0,0,0,0.018867924528301886,0.0,0.0,0.8490566037735849,0.022222222222222223,0.0,0,0,2,0,0.03773584905660377,0,6,6,0,0,0,0,40,36,0,0,0,0,0,34,0,0,0,0,0,0,2,1,3,0.11320754716981132,0.13333333333333333,0.0,0.0,0.0,0.0,7,3,1,0,0,0,4.673688322847592,4.505974696849669,-0.0,0.0,0.0,0.0,1,phishing
0,2,1,6.0,9,7.0,3,6,18,0,0,0,0,0,0,0,0,0,0,29,13,8,0,7,0,0,0.27586206896551724,0.0,0.0,0.4482758620689655,0.6153846153846154,0.0,0,0,1,0,0.06896551724137931,0,0,0,0,0,0,0,24,12,7,7,0,0,7,9,7,7,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.689901581992151,3.3927474104487847,2.5,2.2359263506290326,0.0,0.0,1,legit
0,3,3,6.333333333333333,13,6.0,3,12,28,0,0,0,0,0,0,0,0,0,0,49,21,21,7,13,4,0,0.42857142857142855,0.0,0.0,0.42857142857142855,1.0,0.0,0,0,3,0,0.061224489795918366,0,0,0,0,0,0,0,40,19,17,12,3,0,13,13,13,13,0,0,0,0,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,9,2,4,1,1,0,4.183302385188318,3.52257158913636,3.617809684374455,3.334679141051595,1.5,0.0,1,phishing
0,3,0,4.666666666666667,8,0.0,3,5,14,0,0,0,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0,0,2,0,0.125,0,0,0,0,0,0,0,19,14,0,0,0,0,0,8,0,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,0,3.8553885422075336,3.1556390622295662,0.0,0.0,0.0,0.0,1,legit
0,2,1,4.0,5,4.0,3,5,12,0,0,0,0,0,0,0,0,0,0,22,9,5,0,4,0,0,0.22727272727272727,0.0,0.0,0.4090909090909091,0.5555555555555556,0.0,0,0,1,0,0.09090909090909091,0,0,0,0,0,0,0,17,8,4,4,0,0,4,5,4,4,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.788754913993503,2.94770277922009,2.321928094887362,2.0,0.0,0.0,1,legit
0,2,0,4.5,6,0.0,3,3,11,0,0,0,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0,0,1,0,0.1111111111111111,0,0,0,0,0,0,0,14,9,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,3.614369445886757,3.1219280948873624,0.0,0.0,0.0,0.0,1,legit
0,2,0,5.0,7,0.0,3,3,12,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0.0,0.0,0.0,0.5789473684210527,0.0,0.0,0,0,1,0,0.10526315789473684,0,0,0,0,0,0,0,15,10,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,3.6818808028034025,3.2776134368191157,0.0,0.0,0.0,0.0,1,legit
0,3,1,2.3333333333333335,3,5.0,2,6,11,0,0,0,0,0,0,0,0,0,0,23,9,6,0,5,0,0,0.2608695652173913,0.0,0.0,0.391304347826087,0.6666666666666666,0.0,0,0,2,0,0.08695652173913043,0,0,0,0,0,0,0,17,7,5,5,0,0,5,3,5,5,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,0,0,3.642489673166126,2.5032583347756456,2.584962500721156,2.321928094887362,0.0,0.0,1,legit
0,2,1,4.0,5,5.0,3,5,13,0,0,0,0,0,0,0,0,0,0,23,9,6,0,5,0,0,0.2608695652173913,0.0,0.0,0.391304347826087,0.6666666666666666,0.0,0,0,1,0,0.08695652173913043,0,0,0,0,0,0,0,18,8,5,5,0,0,5,5,5,5,0,1,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.8492239123906247,2.94770277922009,2.584962500721156,2.321928094887362,0.0,0.0,1,legit
0,3,0,4.333333333333333,5,0.0,3,4,11,1,1,0,0,0,1,1,0,0,0,23,15,1,0,0,0,0,0.043478260869565216,0.0,0.0,0.6521739130434783,0.06666666666666667,0.0,0,0,2,0,0.08695652173913043,0,1,1,0,0,0,0,15,11,0,0,0,0,0,5,0,0,0,0,0,0,2,1,3,0.043478260869565216,0.06666666666666667,0.0,0.0,0.0,0.0,7,3,1,0,0,0,3.8164027166443866,3.640223928941852,-0.0,0.0,0.0,0.0,1,phishing
0,3,0,11.333333333333334,22,0.0,3,12,24,0,0,0,0,0,0,0,0,0,0,44,36,1,0,0,0,0,0.022727272727272728,0.0,0.0,0.8181818181818182,0.027777777777777776,0.0,0,0,2,0,0.045454545454545456,0,0,0,0,0,0,0,36,32,0,0,0,0,0,22,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,8,4,1,0,0,0,4.163532754804255,4.030493056757482,-0.0,0.0,0.0,0.0,1,phishing
0,3,0,3.0,3,0.0,3,1,13,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0.0,0.0,0.0,0.5789473684210527,0.0,0.0,0,0,2,0,0.15789473684210525,0,0,0,0,0,0,0,14,9,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,0,3.5766176449086657,2.6635327548042547,0.0,0.0,0.0,0.0,1,legit
0,2,0,6.0,9,0.0,3,4,12,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,0,0.0,0.0,0.0,0.65,0.0,0.0,0,0,1,0,0.1,0,0,0,0,0,0,0,16,12,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,3.5464393446710156,3.0269868333592873,0.0,0.0,0.0,0.0,1,legit
0,3,0,9.333333333333334,13,0.0,3,9,23,0,0,0,0,0,0,0,0,0,0,38,30,1,0,0,0,0,0.02631578947368421,0.0,0.0,0.7894736842105263,0.03333333333333333,0.0,0,0,2,0,0.05263157894736842,0,0,0,0,0,0,0,32,28,0,0,0,0,0,13,0,0,0,0,0,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,0,0,4.178738290204357,3.939572261986723,-0.0,0.0,0.0,0.0,1,phishing
0,2,1,2.5,3,4.0,3,2,12,0,0,0,0,0,0,0,0,0,0,19,6,5,0,4,0,0,0.2631578947368421,0.0,0.0,0.3157894736842105,0.8333333333333334,0.0,0,0,1,0,0.10526315789473684,0,0,0,0,0,0,0,14,5,4,4,0,0,4,3,4,4,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.5766176449086657,2.2516291673878226,2.321928094887362,2.0,0.0,0.0,1,legit
0,3,0,3.6666666666666665,5,0.0,3,4,11,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,0,0.0,0.0,0.0,0.65,0.0,0.0,0,0,2,0,0.15,0,0,0,0,0,0,0,15,11,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,0,3.784183719779189,3.180832987205441,0.0,0.0,0.0,0.0,1,legit
0,4,10,5.75,10,9.0,3,42,69,3,3,0,0,0,3,3,0,0,0,134,26,100,82,17,0,0,0.746268656716418,0.0,0.0,0.19402985074626866,3.8461538461538463,0.0,0,0,3,0,0.022388059701492536,0,3,3,0,0,0,0,111,20,86,16,0,0,17,10,17,17,0,1,0,0,3,10,13,0.022388059701492536,0.11538461538461539,0.0,0.0,0.0,0.0,20,3,14,1,0,0,4.331478779483829,3.840265565194928,3.88898226171723,3.2639334294856335,0.0,0.0,1,phishing
0,2,0,3.5,4,0.0,3,3,9,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,1,0,0.125,0,0,0,0,0,0,0,12,7,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,0,3.75,3.0,0.0,0.0,0.0,0.0,1,legit
0,3,1,7.333333333333333,14,13.0,2,12,25,2,2,0,0,0,2,2,0,0,0,47,24,15,14,0,0,0,0.3191489361702128,0.0,0.0,0.5106382978723404,0.625,0.0,0,0,2,0,0.0425531914893617,0,2,2,0,0,0,0,37,20,12,0,0,0,13,14,13,13,0,0,0,0,2,2,4,0.0425531914893617,0.08333333333333333,0.0,0.0,0.0,0.0,8,2,3,0,0,0,4.383960128089257,4.136842188131012,3.3735572622751855,0.0,0.0,0.0,1,phishing
0,2,1,3.5,4,7.0,3,6,13,0,0,0,0,0,0,0,0,0,0,24,8,8,0,7,0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0,0,1,0,0.08333333333333333,0,0,0,0,0,0,0,19,7,7,7,0,0,7,4,7,7,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,0,0,3.688721875540867,3.0,2.5,2.2359263506290326,0.0,0.0,1,legit
0,3,0,4.333333333333333,7,0.0,3,5,13,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,0,0.0,0.0,0.0,0.6521739130434783,0.0,0.0,0,0,2,0,0.13043478260869565,0,0,0,0,0,0,0,18,13,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,0,3.762267390651494,3.1898980954642875,0.0,0.0,0.0,0.0,1,legit
0,4,3,5.75,10,7.666666666666667,3,14,33,3,3,0,0,0,3,3,0,0,0,60,26,26,20,5,0,0,0.43333333333333335,0.0,0.0,0.43333333333333335,1.0,0.0,0,0,3,0,0.05,0,3,3,0,0,0,0,47,20,22,5,0,0,15,10,15,15,0,0,0,0,3,3,6,0.05,0.11538461538461539,0.0,0.0,0.0,0.0,10,3,4,0,0,0,4.344413829577611,3.840265565194928,3.5364142371222305,1.9219280948873623,0.0,0.0,1,phishing
0,3,0,4.333333333333333,7,0.0,3,3,14,0,0,0,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0.0,0.0,0.0,0.6818181818181818,0.0,0.0,0,0,2,0,0.13636363636363635,0,0,0,0,0,0,0,17,13,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,0,3.7544418457133455,3.323231428797621,0.0,0.0,0.0,0.0,1,legit
0,3,2,8.0,13,5.5,2,11,26,1,0,1,1,0,1,0,1,1,0,46,26,13,3,9,4,0,0.2826086956521739,0.0,0.0,0.5652173913043478,0.5,0.0,0,0,3,0,0.043478260869565216,0,1,0,1,1,0,0,37,24,9,7,3,0,9,13,9,9,0,0,0,0,2,2,4,0.021739130434782608,0.0,0.07692307692307693,0.1111111111111111,0.0,0.0,8,2,3,1,1,0,4.129236619374021,3.7671834678914613,3.3927474104487847,2.94770277922009,1.5,0.0,1,phishing
